url,price_etb,bedrooms,property_type,size_m2,sub_city,furnished
https://jiji.com.et/bole/houses-apartments-for-rent/3bdrm-apartment-in-bole-for-rent-8KJsTbDfeIBtfhcvtq0ULYQE.html,110000,3,Apartment,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-2VlS8B3pNikEqnCpUEtzEv6l.html,250000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-4bdrm-duplex-in-bole-for-rent-5fl7hJlDuc0cFRh7Dc2HQHQf.html,250000,4,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/5bdrm-house-in-bole-for-rent-5XZeIouGjAIvsvm2CzFXC22k.html,300000,5,House,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-jUS9lzU1yzGpDkgpjG0bP5dr.html,450000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-iceBMD8aHahmioZS4N8WUZGf.html,260000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-1bdrm-apartment-in-bole-for-rent-7uje88X1HXoyYH3H7LWbi1yW.html,60000,1,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-1bdrm-apartment-in-bole-for-rent-k0dGD8cT02IoCyl9SScRTqVj.html,90000,1,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-bole-for-rent-xqNqopBUKVMaMA3UqXkVOTAF.html,110000,2,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-6bdrm-villa-in-bole-for-rent-cQK5Z4fxXYLwK3qH31zH9xyi.html,600000,6,Villa,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/3bdrm-house-in-bole-for-rent-blzR6cO4y1BsoN00lBB2mIEj.html,500000,3,House,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-bole-for-rent-oWQrlRBXpwVlUjCkcEF4ceCY.html,130000,2,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/3bdrm-house-in-bole-for-rent-mt3CYUQ3vedwYaFTVc49je1x.html,130000,3,House,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-4bdrm-apartment-in-bole-for-rent-kxcm9KBVPhaX6O4D1czpt6nw.html,250000,4,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-villa-in-bole-for-rent-fp5bgX2YpXjTjHV74jyZXQxQ.html,250000,3,Villa,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-bole-for-rent-aIZtqqEB3gTEjIIuWlFGu94p.html,150000,2,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-villa-in-bole-for-rent-iSNfP9h22JemGPef2XAcQrj7.html,200000,3,Villa,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-l36FF4kGGZ7taR3l2MEZ6YcF.html,190000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-rIYrzhsY4HZJrduOk8IpIIK.html,180000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-4bdrm-penthouse-in-bole-for-rent-3m1Ei2izp8QA0cTSWbG9FoXv.html,550000,4,Penthouse,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-lmvnOl0CMvx6brFfiowiEDWN.html,130000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-1bdrm-apartment-in-bole-for-rent-92Nn6DXXVcAt6lgmPSNSEcXl.html,100000,1,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-4bdrm-apartment-in-bole-for-rent-BYTiuVzs1Yxep5XodHD2Ufcz.html,75000,4,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/2bdrm-apartment-in-bole-for-rent-flbgyXHG57JNcK6JUxageNVg.html,75000,2,Apartment,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/6bdrm-house-in-bole-for-rent-vVrJFKOiLCcutnKDQhRnuW1P.html,800000,6,House,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-n7mAq7pik9qzjn5QlEtWZXy.html,200000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/5bdrm-house-in-bole-for-rent-7uFApWtTYp0eNHXJkss2Z4Of.html,500000,5,House,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/3bdrm-house-in-bole-for-rent-5X3HGx1fGxhC7QxJnmgUdkkt.html,150000,3,House,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/3bdrm-apartment-in-megnagnea-englishe-bole-for-rent-rVaQjwIf19ctgndM1BlHw4Sp.html,100000,3,Apartment,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-C4fjoUw317ax4TJOEUvbVf0y.html,150000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-villa-in-bole-for-rent-9T0gG5xTk1mLzfVSXaSB0uig.html,250000,3,Villa,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/3bdrm-apartment-in-bole-for-rent-smPpY0nHfWilItTNfZvuslrc.html,100000,3,Apartment,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/3bdrm-penthouse-in-bole-for-rent-fyEzmRJE6XL3eKo18U2HW3qZ.html,140000,3,Penthouse,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-bole-for-rent-w6Gki3blDeZ4C5mxkCrDYjJH.html,100000,2,Apartment,250,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/15bdrm-villa-in-22-around-axum-hotel-bole-for-rent-2DHbT2UEuuWqijKPiWNpcDIO.html,250000,15,Villa,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/4bdrm-penthouse-in-bole-for-rent-dsqa29x3PHjgaYJBMjmxz0NC.html,250000,4,Penthouse,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-ziUMn6M7unpmrAsqYxoJoZuZ.html,200000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-zema-bole-for-rent-3fk2hDAOFSr5Gcf6yfeUfjbQ.html,300000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-4bdrm-duplex-in-zema-bole-for-rent-zN5LKkbHx7V4oHuqhhtl6pUZ.html,175000,4,Duplex,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-i7jnvTaEgC3aRnvl9jxreHCz.html,130000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-Blepq3qW0Cb2lL8teaQAyLuF.html,400000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-5bdrm-villa-in-bole-for-rent-BD4MCnaTF2Lm6u1F9Wwfk6Gg.html,930000,5,Villa,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-zema-bole-for-rent-39IAb2rGzCtcE5zplQxwWP7t.html,140000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/3bdrm-apartment-in-eagle-hills-real-bole-for-rent-wy7RyQm1FZIQaCqTJaYf6Si6.html,200000,3,Apartment,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-bole-for-rent-Cld18amiXDuCeqeCfFYysiZg.html,120000,2,Apartment,150,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-w4LzLftFZOhLS8HyNhOnymoM.html,130000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/3bdrm-villa-in-zema-bole-for-rent-mBHeyHCi8qFRC4KwZbc3j1mf.html,250000,3,Villa,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/6bdrm-house-in-bole-for-rent-z76Zskgo9zlPuVYOREZCaKwW.html,250000,6,House,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-alsam-realestate-bole-for-rent-dkXz1hiEm2nxEt21sTc9zpKE.html,130000,2,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/3bdrm-villa-in-bole-for-rent-a6B7XzreFQPNxUoGf5aKxDVq.html,250000,3,Villa,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/2bdrm-apartment-in-bole-for-rent-IJSOaDkD01QX6OS6PvyITM5.html,80000,2,Apartment,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-58qTNS8k8OoOtzZOpfKXDkRR.html,150000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/6bdrm-villa-in-bole-for-rent-cx4rEeIiO9qWGcQAQJk68GDA.html,300000,6,Villa,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-BX3FXvvrTRM0GsZW1QuVTFrk.html,250000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/3bdrm-apartment-in-bole-for-rent-rK7QdDb3L3wJwgwf0UxTd1r0.html,150000,3,Apartment,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-lmcu6HKoQz52q7wxANzjJ8jw.html,150000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-1bdrm-apartment-in-bole-for-rent-8WjfQHWhwy9j7efpCN9flwz8.html,85000,1,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/4bdrm-apartment-in-zema-bole-for-rent-pIuwUDxgsaeWIEmR6s9MEOFr.html,62000,4,Apartment,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-bole-for-rent-mV5eDlJA3RXmeOCqJO21ZNfG.html,110000,2,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/3bdrm-villa-in-bole-for-rent-sGmSh73rj2wKQPhjdNv8yp7S.html,350000,3,Villa,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-ByruxrdMSNVV6z5Ka0PqRE3R.html,250000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-bole-for-rent-wSQoVlQEIzJlTS1k0Tfm2Ohp.html,230000,2,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-house-in-bole-for-rent-hI0rj99EXfjtW4PR03GNcTIi.html,180000,3,House,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-jOjFVOvpFbP501kPmxXzpa8H.html,250000,3,Apartment,300,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/2bdrm-apartment-in-bole-for-rent-XBxixwD0x78Rx6RcGtL8Dg4.html,70000,2,Apartment,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-1bdrm-apartment-in-bole-for-rent-7VYDnHqSkBy0eVPHvTJMLbkX.html,90000,1,Apartment,60,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-5bdrm-penthouse-in-bole-for-rent-xcDcp5UScMvbYtSGjtFAgLvC.html,250000,5,Penthouse,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/4bdrm-house-in-bole-for-rent-o667yr1H78cgFW62FSTPNH.html,400000,4,House,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-ds7ARjvTo71Ite6SW6Xa0ZqU.html,190000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-penthouse-in-bole-for-rent-p7xbDc8o9Xg442yGzGNxlORI.html,500000,3,Penthouse,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-bole-dembel-for-rent-a4ZRqHSH7A0XJBGMCT67CebS.html,71000,2,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-1bdrm-apartment-in-bole-for-rent-uZthOfvhlITMqQuy6Hw1dHrK.html,150000,1,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/4bdrm-penthouse-in-bole-for-rent-pIVMohSQKzR0pv317SJcw5h4.html,170000,4,Penthouse,256,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-penthouse-in-bole-for-rent-6ouR5oxpSi3R9Q9iJWenEyBt.html,450000,3,Penthouse,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-igAWm4VcnhmqrqZdxHLRPOzj.html,150000,3,Apartment,150,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-penthouse-in-bole-for-rent-CkdwYbm7t708m81698RSXtSV.html,130000,2,Penthouse,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/2bdrm-apartment-in-bole-for-rent-ypfNYsazaZo5Yv1FrbtRl2xp.html,100000,2,Apartment,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/3bdrm-penthouse-in-bole-for-rent-neVWHrsMHQRmvHmshoG5cYha.html,300000,3,Penthouse,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/1bdrm-apartment-in-bole-for-rent-cLtRhr07SHbcfXkZZ2nHtL4w.html,65000,1,Apartment,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/5bdrm-villa-in-bole-for-rent-oXgF1Ju0E0G0Ta5XfWmpXRw.html,600000,5,Villa,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-5VdtmuchD8Axin1tVijrAyCv.html,130000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-uIACj1NvozBMykaxtR7dwORP.html,288000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-dq3XyuSgOclhd9cID5LTmfYE.html,320000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-samite-feyelcate-bole-for-rent-s3MUhAuZeePHlmIJibzPCoJc.html,100000,2,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-oQX8M6m8lHRUJb6Po8ZRU3zG.html,180000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-studio-apartment-in-bole-for-rent-gtRdZMQj0Tl3NqnyDoIxIe5N.html,90000,0,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-bole-for-rent-yYMtpAzmPrFDcWj7MSS4g06c.html,200000,2,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/3bdrm-apartment-in-bole-for-rent-oOCP4xbBmTp56hTcKsGTQr0D.html,85000,3,Apartment,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-4bdrm-villa-in-bole-for-rent-yybcxqYwzlUlgsNUzA0tFq7T.html,300000,4,Villa,800,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/4bdrm-apartment-in-bole-for-rent-1nVbk89yIR05SA78QCbfpLWx.html,100000,4,Apartment,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/5bdrm-villa-in-samite-cabrige-bole-for-rent-3y8VPLrzB5yepgAJ9evAtfN.html,130000,5,Villa,280,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/3bdrm-house-in-bole-for-rent-aoXFXsUbvdZX2ByVeb1o8mQ7.html,450000,3,House,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-penthouse-in-bole-for-rent-ddo1eRxwhCrrWOOmyONKDGPg.html,300000,3,Penthouse,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-bole-for-rent-BTDyeFFO0WvVyFbQVXY7Bgiu.html,235000,2,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-4bdrm-villa-in-bole-for-rent-2UycBfVAtGDqalFhF0wGhriL.html,330000,4,Villa,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-1bdrm-apartment-in-bole-for-rent-64cddc2VMopc1JJro6057SkX.html,150000,1,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-1bdrm-apartment-in-bole-for-rent-xyHusD3gLgxEsMB7eruztUen.html,90000,1,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/3bdrm-house-in-bole-for-rent-5pKFGeiXdS4izkfGBGh5Ys6x.html,300000,3,House,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/3bdrm-penthouse-in-bole-for-rent-8vRu73XWpUi0y9UUDYOsW4l1.html,335000,3,Penthouse,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-8oR16BkNBF6gP3wTUZb2qr3j.html,200000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-dDhiyEwLUilCTyaLhUaO2YZD.html,180000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-bole-for-rent-49jAUHPBixm0Pjesz1eBQgjc.html,170000,2,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/2bdrm-apartment-in-bole-for-rent-CyEcXQaS6u5b9D3MTZ1Jzbo2.html,85000,2,Apartment,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-duplex-in-bole-for-rent-BXcKlKh2BB5Q4kvigFFvO3B0.html,380000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-bole-for-rent-sqfiZ0xvNWPeK2KUMDw8MiNJ.html,100000,2,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/2bdrm-apartment-in-bole-for-rent-17maIEzRHz5Dox9Gi3ZQHUA0.html,100000,2,Apartment,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-p0IRaPfzKnpc6W3IWLSmnInX.html,250000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/4bdrm-villa-in-saamate-feyalebeete94kaaree-ji-3-bole-for-rent-mIU7si0a4snRqHXz3VpfDeC6.html,110000,4,Villa,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-5i8fphEGCPilgTjtK7B8K1qg.html,140000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-1bdrm-apartment-in-bole-for-rent-7CM4KLJ2FH47WLr6l4tW0nv3.html,90000,1,Apartment,90,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-4bdrm-house-in-bole-for-rent-iH6MnK4MrxjQXQGaeLbrlm1p.html,280000,4,House,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-1bdrm-apartment-in-bole-for-rent-tXTwf3zwSJz9edhIfa4hFJxi.html,90000,1,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-bole-for-rent-5aXbeVLrXK5F6pSjclTO4Tk8.html,130000,2,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-W5R8tNOoCUwd6QJ7L10EL7Y.html,220000,3,Apartment,150,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-bole-for-rent-u4V9Lb1ECGd4bR3ZQmtG4Heo.html,110000,2,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-bole-for-rent-hddjy8v4kcD9yUTxtANNR3CS.html,100000,2,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-noah-bole-for-rent-uBd9vvSxhhPz1GIEScmY4wk9.html,130000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-1bdrm-apartment-in-bole-for-rent-nHi62veadrsz4s8UPWcmhrh0.html,75000,1,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-2JmSDMEhU4CcpO3rzX55OrJm.html,200000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-xrLZBAUBqx7r2CViQLOrq013.html,250000,3,Penthouse,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-bole-for-rent-q0q2tFBCncBCwhmUiW6vA8bJ.html,220000,2,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/3bdrm-apartment-in-bole-for-rent-2J2k5OJChWxPlW6qs6A5Y3t9.html,150000,3,Apartment,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-A59WzRpKOnehKbbhPLjviaLm.html,320000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-1bdrm-apartment-in-bole-for-rent-5jpuFasKoONsxMbwGL0w7vEQ.html,90000,1,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-duplex-in-zema-bole-for-rent-zQ93XtY5y3b05azugo60Mxan.html,175000,3,Duplex,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-bole-for-rent-z3JhQNR49w7YnOZGgokfkE33.html,100000,2,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-fzhSnRcFaCsgze6bkd48Ot9T.html,500000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-rJhErleSjqaUYcEePAvBGcap.html,150000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-bole-for-rent-8yoQMg7PMkL1M8qcnKMpI7ZC.html,100000,2,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/6bdrm-villa-in-bola-bulbula-bole-for-rent-tHbgXPEokhoXiViWt2wXr3SP.html,300000,6,Villa,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-cUfINz1Sft1by9pL57kXNfVt.html,160000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-q0iOaDWvIKPqvNVOxQ9dXEBj.html,500000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/6bdrm-villa-in-bole-for-rent-APSvSFWDBhPApYa8V1pFYrd9.html,270000,6,Villa,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-1pWkhYFC8BTg5CiudLxR5OcF.html,200000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-45iL5JZVMIK3o03mIPmaQHcc.html,200000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-eJyDPbIPslUqzJWyHRyhcZkZ.html,250000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-2bdrm-apartment-in-bole-for-rent-yosW9Izt4a4OYBaU21bV78zt.html,120000,2,Apartment,80,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/8bdrm-house-in-bole-for-rent-5p34IyvzvKd67paGEJveJ9UX.html,350000,8,House,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/1bdrm-apartment-in-bole-for-rent-5jCtoftRrDvxfhKYeF6pt2cH.html,65000,1,Apartment,,Bole,False
https://jiji.com.et/bole/houses-apartments-for-rent/furnished-3bdrm-apartment-in-bole-for-rent-APtMpOP9vnqyG8OVWSAsImfB.html,650000,3,Apartment,,Bole,True
https://jiji.com.et/bole/houses-apartments-for-rent/4bdrm-apartment-in-bole-for-rent-6v2rW7E3NAonCvuj9Oo8hQVI.html,170000,4,Apartment,250,Bole,False
